Current (Ampere),score,cluster
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
38,0.041735591964790535,0
30,0.43631879737747314,0
48,0.6393035786426201,0
35,0.13753480403855833,0
30,0.43631879737747314,0
43,0.3405195853037053,0
40,0.16124918930035645,0
45,0.46003318263927123,0
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
35,0.13753480403855833,0
43,0.3405195853037053,0
33,0.2570484013741242,0
35,0.13753480403855833,0
40,0.16124918930035645,0
35,0.13753480403855833,0
30,0.43631879737747314,0
30,0.43631879737747314,0
38,0.041735591964790535,0
35,0.13753480403855833,0
33,0.2570484013741242,0
35,0.13753480403855833,0
40,0.16124918930035645,0
43,0.3405195853037053,0
38,0.041735591964790535,0
40,0.16124918930035645,0
35,0.13753480403855833,0
38,0.041735591964790535,0
35,0.13753480403855833,0
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
35,0.13753480403855833,0
43,0.3405195853037053,0
35,0.13753480403855833,0
35,0.13753480403855833,0
43,0.3405195853037053,0
33,0.2570484013741242,0
43,0.3405195853037053,0
38,0.041735591964790535,0
30,0.43631879737747314,0
35,0.13753480403855833,0
40,0.16124918930035645,0
30,0.43631879737747314,0
40,0.16124918930035645,0
45,0.46003318263927123,0
38,0.041735591964790535,0
40,0.16124918930035645,0
45,0.46003318263927123,0
33,0.2570484013741242,0
38,0.041735591964790535,0
43,0.3405195853037053,0
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
0,2.229022757410962,1
33,0.2570484013741242,0
33,0.2570484013741242,0
33,0.2570484013741242,0
30,0.43631879737747314,0
43,0.3405195853037053,0
43,0.3405195853037053,0
40,0.16124918930035645,0
